No,year,month,day,hour,pm2.5,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir
,2013,7,30,12,252,7,17,1007,NE,47.06577643,8,2
,2015,4,17,19,241,17,-10,991,NE,40.61865287,1,3
,2012,11,19,11,34,24,36,1016,SE,14.81990423,9,0
,2018,6,1,10,214,-20,1,995,NW,17.31912419,1,0
,2012,9,13,8,89,-14,26,1028,NE,18.24920341,8,9
,2012,10,23,14,263,24,39,995,NW,48.95904198,6,8
,2014,7,26,12,92,20,9,995,NW,18.0377752,4,3
,2016,3,10,11,89,12,-9,1020,SE,5.434465461,4,9
,2015,11,29,13,114,29,25,1029,NW,38.91644473,8,3
,2016,5,10,8,104,-23,4,1019,NW,18.30316458,9,5
,2018,9,7,21,195,-9,27,1010,SE,31.04679559,4,1
,2012,5,6,9,113,-27,11,1007,SW,46.21802061,8,5
,2014,3,25,5,74,-20,33,1012,NE,28.77527884,7,6
,2014,8,7,18,216,-23,39,1027,NE,31.88500892,5,0
,2012,7,5,9,276,-22,21,1012,NW,32.14312822,4,7
,2020,12,7,14,248,-5,9,1017,SW,30.61995929,4,5
,2019,5,15,20,163,-29,25,1025,SE,7.988468874,4,8
,2018,5,29,7,191,-15,22,1014,NW,22.82077074,0,3
,2022,1,29,17,226,0,4,996,SE,0.383200999,4,1
,2018,8,10,1,176,-25,39,1007,NE,31.3132402,2,8
,2015,6,20,3,98,22,35,1009,SE,28.76791475,5,7
,2014,5,26,8,35,-10,-8,994,NE,15.90686096,8,1
,2013,7,13,15,95,-5,18,1007,SE,26.19477516,2,7
,2013,2,9,4,151,28,36,1029,SE,24.6528891,0,7
,2014,3,6,18,150,-12,16,1022,SW,12.5457608,7,4
,2011,9,20,14,189,-3,-6,1004,SE,14.6643774,8,6
,2017,5,21,23,223,-23,20,1024,NW,38.12704983,9,6
,2021,6,24,14,36,-17,11,990,SW,37.78661596,3,3
,2016,8,7,11,267,-7,24,1010,NW,23.48910751,9,5
,2016,3,6,15,182,17,-4,997,SE,35.87544762,4,9
,2010,1,16,10,12,13,-5,996,SE,22.54006401,2,5
,2017,4,2,6,278,6,15,1029,SW,42.56870174,7,5
,2020,2,15,15,216,25,-10,1029,NE,16.64033411,2,8
,2010,9,3,9,285,-5,8,1019,SW,46.36462499,3,1
,2018,4,13,21,272,0,-4,1027,NE,27.11418253,9,9
,2015,9,17,17,61,25,25,1024,NE,26.78439305,6,7
,2017,7,19,15,83,20,1,991,SE,33.54051922,1,7
,2010,7,11,0,216,1,9,997,NW,17.04280054,0,0
,2015,1,2,4,186,19,12,1027,SW,36.21647855,3,1
,2022,2,10,22,18,10,14,993,SW,16.02125513,7,3
,2022,7,30,6,176,-29,19,1026,SE,19.8769415,0,4
,2010,12,12,17,99,-6,18,1010,SE,33.73517184,9,4
,2012,5,13,5,232,21,20,1002,SW,18.92245507,2,5
,2011,7,6,16,75,13,7,998,SW,9.998706134,3,6
,2011,3,4,11,264,-29,30,1018,NW,43.59507294,3,0
,2013,8,12,11,283,11,8,1013,SE,46.10776904,2,6
,2016,4,27,0,205,-30,-7,1005,NW,31.33655249,2,5
,2021,8,26,1,222,5,-10,1001,SE,40.55753856,6,4
,2012,6,15,20,51,26,30,991,SE,49.33261774,7,5
,2016,9,19,17,143,-19,4,1008,NW,30.73873759,9,7
,2018,6,8,13,68,-22,-3,1019,NE,45.43963216,3,5
,2022,4,5,9,98,5,4,1005,NE,17.96273749,7,4
,2013,3,4,13,24,10,4,1013,NE,35.02362179,7,5
,2016,4,28,2,52,-3,39,1002,SE,2.790273315,5,8
,2010,11,13,20,150,7,28,994,NW,39.44857778,0,0
,2011,7,6,12,143,2,11,1012,NE,41.49015724,6,2
,2017,8,20,18,56,11,7,1027,SW,20.05877182,6,2
,2012,2,16,4,38,15,5,1020,NE,31.94775079,4,8
,2014,9,10,18,108,-9,-9,1006,NW,42.91805512,5,2
,2017,7,26,4,180,-6,25,992,SE,44.18040823,8,5
,2014,7,28,12,41,-13,9,1015,NW,5.326576216,2,8
,2021,12,5,14,185,-25,5,1002,SE,41.37438733,3,9
,2010,10,15,5,222,-13,-8,1027,NW,13.7121676,8,4
,2022,4,11,11,121,21,19,1011,NW,36.36534482,9,9
,2011,7,20,15,132,-15,-9,1010,SW,16.25820767,1,8
,2019,2,9,17,162,-16,24,1018,NE,2.816483532,8,8
,2020,11,18,14,214,17,15,1028,NE,10.49353549,4,5
,2012,10,1,15,220,-23,-6,994,NW,20.43358879,2,7
,2019,3,23,13,234,-18,-9,1003,NE,37.061431,7,8
,2011,2,9,15,145,24,9,1007,SW,5.035181366,8,8
,2018,12,9,2,238,12,23,993,NW,40.64670625,0,7
,2014,5,15,21,75,29,23,1022,NE,49.8475546,4,3
,2010,1,4,1,8,26,9,1028,NE,39.41288216,8,7
,2020,2,4,23,73,-24,39,1009,SE,23.686826,1,1
,2020,11,1,9,252,-14,14,1002,NE,28.40801054,0,2
,2020,6,28,13,229,19,9,1025,NE,0.308025415,7,8
,2022,6,1,22,6,1,14,993,SE,10.46369189,5,9
,2021,12,1,16,173,-9,3,1024,NW,44.94940657,1,3
,2017,8,22,20,140,24,36,997,NW,1.086470137,2,1
,2012,9,27,20,167,20,33,1029,SW,45.23974764,4,2
,2020,9,6,16,169,26,32,1025,SE,5.662630406,0,6
,2018,7,31,21,282,-18,32,995,NW,6.653706498,1,8
,2018,12,11,17,121,16,28,1011,NE,8.767495543,0,6
,2021,10,16,2,193,-8,1,995,NE,39.96926625,6,7
,2015,1,27,20,4,23,37,1025,NE,23.90932877,6,2
,2013,4,5,14,28,-2,-6,998,SW,7.259831512,9,6
,2021,7,10,11,164,-9,-9,1005,NW,34.34009098,4,0
,2021,2,28,15,135,-30,5,1028,SE,47.03441832,9,5
,2018,12,16,5,144,-2,19,1027,NW,28.62257371,5,2
,2020,9,11,13,216,17,36,1022,SE,4.935000286,2,1
,2018,1,26,17,131,-26,32,1007,SE,2.737530309,1,3
,2011,9,18,19,291,27,27,1001,NW,39.79361799,9,8
,2019,7,22,2,69,4,34,1016,NE,31.30418262,8,5
,2015,10,28,16,251,24,31,990,NE,46.13286696,1,8
,2020,6,14,19,274,-21,13,1004,SE,27.36250755,0,7
,2013,12,13,5,181,-12,19,1016,NE,3.119770162,8,4
,2012,7,1,6,166,6,26,1005,SW,20.1843425,7,7
,2019,2,3,5,90,-24,28,1010,SW,32.89953443,7,1
,2015,10,15,11,201,15,0,990,SE,19.24426755,6,7
,2020,12,29,16,18,4,3,1018,NE,49.97956984,8,0
,2021,2,31,20,38,14,12,992,SE,20.26893068,2,2
,2017,3,12,20,125,-18,5,1001,SW,27.31180632,7,6
,2018,6,5,5,172,-21,39,1017,SW,11.26960163,0,3
,2021,1,16,14,140,-29,10,1028,SW,7.606910215,0,6
,2018,11,14,4,241,-25,-7,1026,NW,32.26527693,5,0
,2011,4,10,21,219,-23,22,1020,SW,29.43063735,7,6
,2022,8,5,14,125,5,36,1020,NE,0.21694287,7,2
,2017,8,27,10,57,-6,3,1022,NW,14.23907674,9,1
,2020,5,7,8,147,13,8,1022,SW,32.17897865,0,8
,2017,7,21,3,0,29,-6,1029,NE,40.61246729,0,1
,2014,5,16,2,189,16,25,1000,SW,15.61843265,8,2
,2013,4,29,12,190,9,20,1018,NE,32.37181846,8,2
,2018,6,26,5,116,-24,34,1014,NE,13.26289651,6,3
,2013,8,15,0,133,15,7,1002,SW,34.51899473,0,6
,2021,12,6,9,57,-8,33,1008,SW,34.89739993,9,6
,2019,10,29,4,43,-12,20,1025,NW,6.511173276,1,8
,2013,1,7,1,172,15,19,1017,SW,33.2544892,7,9
,2012,3,18,21,159,-9,10,993,NE,16.67835908,7,7
,2019,4,19,18,172,-18,36,992,SE,8.62974658,4,5
,2022,5,19,15,148,-10,19,1027,NW,25.01806164,1,5
,2021,1,17,8,79,-30,30,1026,NE,22.6148342,2,4
,2022,9,14,17,212,28,-7,1014,NE,38.69374055,4,1
,2012,8,9,16,202,-12,-6,1024,SE,4.225775458,2,5
,2012,2,16,6,251,29,30,1018,SW,39.48766344,9,5
,2020,5,10,20,228,2,34,1018,NE,5.304118105,0,4
,2016,9,25,16,163,-27,-1,1001,SE,10.3729514,5,5
,2022,3,9,20,226,11,16,1024,SE,25.79410592,4,4
,2014,5,12,19,146,-28,5,1009,SW,23.15873,2,3
,2018,9,9,0,19,-4,19,1006,SE,49.44294874,8,2
,2011,6,16,7,46,21,2,1001,SE,29.47368566,9,0
,2013,5,30,19,232,10,25,1025,SE,16.37177976,7,3
,2011,8,16,9,13,4,10,999,SE,45.00744343,6,8
,2020,5,24,22,142,-3,34,1007,SE,15.61074784,1,6
,2017,9,21,5,0,-25,29,1019,SE,13.68878176,9,6
,2013,11,27,8,53,-25,34,997,NE,24.71858976,4,6
,2010,3,25,0,258,24,4,1002,NW,45.65873922,4,3
,2019,1,23,9,143,26,9,1020,SW,35.42571276,5,6
,2012,4,2,23,11,13,9,995,NW,33.87416077,5,1
,2021,7,7,11,223,-8,34,996,SW,36.30386325,2,7
,2016,3,20,10,271,2,-6,1010,NW,32.98203054,3,9
,2021,10,7,4,155,-15,21,1027,SW,37.98981798,0,7
,2012,8,7,18,7,-7,-5,1017,SE,9.638101086,0,8
,2014,2,28,9,121,-26,19,1010,NW,8.862914338,4,4
,2011,9,19,17,163,10,15,1010,NW,18.10816719,3,9
,2017,3,3,8,89,11,26,1013,SW,42.54798894,6,7
,2013,11,26,2,135,-18,2,1016,SW,35.72271077,6,1
,2022,6,10,3,185,16,18,1016,NE,28.32366714,3,9
,2010,7,6,21,177,-19,-6,1002,SE,0.972371874,9,9
,2021,5,30,20,27,-26,14,1018,SE,11.7901142,1,7
,2013,10,2,5,219,6,2,1028,NE,40.17569713,9,9
,2017,5,28,1,40,0,13,1017,SW,12.12433465,3,8
,2018,1,24,4,227,-3,20,1026,SE,36.51450986,7,5
,2010,4,24,19,191,-3,9,1018,SW,9.231713246,1,5
,2015,1,20,12,144,-1,-3,1011,SE,30.31837791,4,3
,2013,9,18,0,200,-13,-2,1025,NW,31.41056834,6,7
,2020,9,9,13,211,13,10,1019,NW,37.59831128,9,6
,2017,5,15,19,219,-4,9,1017,SE,21.91712004,5,8
,2010,5,14,10,239,4,4,1012,SE,31.63373495,8,0
,2014,5,9,1,45,-5,15,1022,SE,24.34848944,1,9
,2010,7,2,14,34,26,31,993,NE,47.36690227,3,7
,2013,6,10,6,252,8,0,992,SE,26.09403635,6,7
,2021,2,4,22,81,18,26,1021,NE,10.47989416,7,8
,2011,11,1,4,255,20,30,993,NE,33.39462746,4,6
,2022,10,22,11,196,29,0,990,NW,27.42336641,4,8
,2019,3,11,16,9,-13,16,1001,SE,40.19147486,3,9
,2018,5,16,15,285,2,19,1002,NW,8.84557988,8,7
,2011,7,11,16,241,-6,8,1023,NW,13.04698013,9,8
,2013,2,13,6,250,25,23,1018,NE,46.08145537,3,8
,2012,11,14,0,4,0,27,998,SW,46.50130566,2,0
,2010,4,27,1,118,6,12,1020,NE,22.11283832,8,2
,2021,1,1,19,288,28,-10,996,NW,2.387559106,6,5
,2010,7,28,4,64,29,-8,1002,NE,15.32775343,8,6
,2011,11,23,0,145,-29,-8,991,NE,12.35613272,3,3
,2017,2,25,12,223,2,17,1022,NE,20.7338426,2,9
,2011,8,9,0,238,8,3,996,SE,15.89003094,9,1
,2010,10,27,18,176,12,19,1007,NE,41.44961719,7,3
,2015,12,18,0,266,12,-6,997,NW,0.151800956,3,5
,2010,11,29,2,281,1,38,1001,NE,32.23159268,9,3
,2019,1,11,4,62,-13,4,1019,SE,33.21351126,2,9
,2018,2,24,18,216,-14,27,998,NW,33.03132876,3,1
,2015,8,27,11,282,3,3,1017,NE,26.02973403,1,8
,2019,5,3,7,176,8,3,993,NW,30.55520366,3,0
,2015,5,21,4,97,-24,38,1028,SE,40.52471558,6,9
,2010,11,4,14,104,11,-3,1006,SW,39.20983893,2,6
,2016,7,22,10,98,23,-3,1000,SE,1.731268859,0,8
,2012,4,11,14,5,22,8,991,SE,1.521826787,9,2
,2010,9,28,4,196,4,21,1012,NW,41.94724064,7,5
,2018,3,28,5,132,-1,20,1011,NW,28.73648438,5,8
,2017,8,7,3,258,-19,18,1015,SW,47.87136676,2,8
,2013,3,9,4,22,4,30,1001,SW,21.57957985,7,3
,2012,8,26,12,52,-20,0,1021,SW,8.83709107,5,7
,2011,1,5,21,164,13,34,998,SE,23.66174562,0,7
,2011,10,2,11,201,26,2,994,SE,21.8272154,8,6
,2022,10,12,5,82,-27,16,1015,SW,25.85886907,8,5
,2020,7,4,4,144,-6,8,996,SW,40.39736169,8,2
,2012,12,13,9,84,17,15,1018,SW,32.7791994,5,3
,2010,1,2,5,77,1,26,1022,NE,9.26376637,5,8
,2021,2,15,8,0,-11,37,1013,NE,36.72386282,3,9
,2019,11,1,23,50,19,-2,1014,SW,29.59481066,7,6
,2016,11,18,19,172,0,17,1020,SE,28.91553653,8,7
,2011,12,27,17,204,-27,21,1018,NW,33.91284412,6,5
,2021,12,23,3,259,23,-8,994,SE,28.19827293,6,0
,2015,1,2,12,287,7,21,1027,NW,22.87568682,1,8
,2021,10,4,21,33,22,-6,1000,SW,32.01901414,1,2
,2015,3,21,22,94,16,-3,1021,NE,36.18635348,9,2
,2020,9,19,3,71,-30,3,997,NE,11.28834714,1,8
,2013,1,20,12,38,-28,-8,1009,NW,24.85249471,3,3
,2013,3,10,10,153,6,13,1023,SW,22.90862316,8,7
,2010,2,13,10,249,-9,2,997,NE,1.995163531,4,3
,2020,5,19,18,161,-14,32,991,SW,41.72193282,1,1
,2015,12,8,0,117,-17,18,1010,SW,18.8691012,3,4
,2017,7,10,13,258,10,-3,1004,NW,3.63446166,6,2
,2022,6,8,12,267,4,31,995,SW,22.89495485,4,3
,2022,10,19,6,53,27,20,994,SW,8.074040305,7,2
,2019,5,9,0,235,-18,15,992,NW,35.22072073,0,0
,2013,3,9,12,221,4,7,1005,NE,28.58857876,4,3
,2010,7,23,23,250,12,7,1024,SE,13.50569035,3,8
,2013,12,13,4,111,-29,-4,998,SW,47.52369296,2,6
,2011,9,1,7,254,25,37,1024,NW,14.58726741,6,5
,2013,2,12,13,206,16,27,1008,NE,27.74984535,9,9
,2017,6,10,1,228,-18,37,1023,SW,40.07839121,0,8
,2022,12,27,18,65,20,5,1028,SE,25.6946149,5,3
,2012,5,19,3,74,23,22,999,NE,48.04278379,7,5
,2021,9,8,1,102,-15,-8,999,NW,42.19272835,1,2
,2022,8,22,3,191,-13,27,1009,SW,46.0509507,5,2
,2014,9,25,5,251,-24,-7,990,NW,18.63512919,0,9
,2019,7,11,22,225,14,25,995,SE,27.41777087,5,9
,2020,5,11,21,293,5,-7,991,SE,42.00831477,5,7
,2011,4,26,22,97,10,31,1027,NW,45.17500172,4,4
,2018,8,16,17,285,-1,-2,1022,SW,47.2181789,6,7
,2012,2,29,0,248,11,29,992,NW,43.95759966,4,8
,2010,1,30,12,165,10,6,1025,NE,36.5377452,7,1
,2016,3,11,14,29,-24,6,1002,NW,1.210740277,1,6
,2020,7,25,8,246,-16,22,1024,SE,15.74767247,5,1
,2014,1,1,22,105,29,9,1004,SW,6.446814245,4,6
,2018,5,6,1,50,9,3,1011,SW,7.737930067,9,2
,2012,5,13,13,80,-12,11,993,SE,14.54535937,1,7
,2020,3,27,22,132,12,16,1006,SE,3.737022859,6,3
,2010,11,11,3,284,6,32,994,NE,12.15159062,3,8
,2016,1,3,18,137,-29,-8,1010,SE,47.84894183,5,3
,2017,5,21,19,183,11,13,1013,SE,15.59717893,4,1
,2020,8,1,4,272,17,19,1020,SE,7.985653496,3,3
,2011,9,27,8,68,24,-3,1029,SW,35.91500902,1,4
,2011,12,14,19,33,-18,11,1019,SE,41.4252575,6,7
,2018,6,11,19,261,9,14,996,NW,15.70189248,4,2
,2022,1,14,16,52,10,-1,996,NW,13.92486553,2,8
,2013,5,23,15,204,12,38,1016,SW,12.0879774,5,8
,2010,2,22,16,125,12,18,1013,NE,19.66306195,7,9
,2018,1,28,19,234,24,29,1008,NE,4.361587892,9,2
,2018,3,10,19,42,27,-10,1023,SW,33.45646133,9,7
,2015,11,21,6,239,0,10,1011,NW,41.11131626,1,5
,2015,10,2,0,110,-15,28,1016,SW,33.18411399,9,5
,2018,5,24,11,248,11,13,995,SE,21.05998449,3,1
,2011,9,5,20,150,25,-2,999,SW,14.44811237,2,7
,2018,7,15,23,182,13,33,1020,NE,20.47230823,6,6
,2022,6,18,23,94,26,15,1014,NW,21.19187424,9,1
,2013,9,16,22,7,-25,-2,991,NE,33.30104142,7,3
,2013,6,20,19,183,-3,9,999,NE,46.40301778,7,4
,2022,11,26,22,280,1,24,999,NW,3.529324472,3,8
,2018,4,24,16,194,13,25,1015,SE,47.66767964,9,9
,2016,7,31,14,194,-21,31,994,NW,45.51006418,1,1
,2021,2,24,5,154,19,25,1011,NW,5.886615017,5,6
,2019,2,3,12,92,-13,-2,993,SW,9.179251554,2,4
,2021,6,26,22,159,-27,11,1023,NW,15.57978007,7,1
,2014,5,24,11,60,-22,-10,996,SW,27.98330205,2,9
,2017,6,26,2,121,-24,-6,1006,NE,6.723809804,1,2
,2021,2,9,7,50,19,-2,1000,NW,10.01674766,8,4
,2022,2,29,23,276,-23,26,997,SE,45.1337647,8,9
,2010,1,18,23,4,12,27,1017,SW,5.465031539,8,0
,2016,2,22,15,91,-24,8,1022,SW,19.94391326,2,6
,2013,11,27,14,169,10,-3,1014,SE,38.15008888,1,0
,2022,10,19,20,21,9,31,1010,SW,44.42915584,3,5
,2011,7,5,6,0,-28,32,1001,SW,16.80212813,1,5
,2011,2,4,15,132,-14,21,1015,SE,8.221875268,7,0
,2020,3,29,20,232,-29,2,1018,NE,36.85058295,9,6
,2021,11,8,23,11,-16,9,1027,NW,38.62788793,0,7
,2018,6,31,10,45,15,25,1024,NW,49.0016722,1,2
,2015,6,7,3,33,-2,32,1026,NW,6.977092572,5,9
,2020,10,23,15,77,19,33,1018,NW,35.47104413,8,0
,2013,11,11,3,217,17,26,1013,NW,20.86462689,9,1
,2011,9,12,22,72,21,19,1004,NW,45.73147188,4,0
,2016,12,12,22,281,-9,-1,995,SW,20.39154422,4,8
,2018,11,16,10,248,-27,20,1021,NW,22.29801878,2,3
,2011,12,16,23,46,26,14,1023,SW,6.339829909,7,6
,2013,2,31,15,120,21,18,1025,SE,16.04683925,5,4
,2010,7,15,15,213,-25,13,1009,NE,20.04202352,9,8
,2010,1,1,6,238,7,28,1001,SW,0.875437719,1,8
,2012,6,15,22,55,-5,10,1024,NE,21.87872342,4,5
,2010,9,22,5,106,-20,30,1027,SE,16.81592756,3,4
,2013,8,18,21,47,-5,-2,1006,NW,40.19198679,9,9
,2015,6,24,9,60,-14,31,1016,NE,5.355630672,8,0
,2022,6,6,18,25,-7,31,1006,NE,38.01055635,3,3
,2014,6,30,19,291,-3,-9,1000,SE,35.70057716,7,4
,2018,8,9,14,256,4,-7,1028,SE,12.08911639,0,8
,2022,2,26,3,7,0,-3,991,SE,4.163583417,4,1
,2021,11,17,5,112,-18,21,991,SW,42.09167229,8,1
,2020,9,24,18,252,23,3,1018,SW,12.47150214,2,2
,2011,10,12,19,179,4,38,1013,NE,7.278005985,5,2
,2011,8,2,21,206,-15,2,1013,SE,17.9518301,9,6
,2021,2,16,11,126,-16,10,1005,NE,20.04414118,5,0
,2012,11,23,5,55,12,13,1020,NW,16.30439899,5,1
,2013,8,15,12,213,-13,39,998,SE,48.82405563,3,0
,2018,1,27,4,13,16,7,1016,SW,44.04103346,6,8
,2020,6,12,13,27,6,34,1003,SE,43.64877482,2,9
,2015,6,15,13,77,17,29,1014,NE,19.93837953,5,8
,2022,9,13,16,215,17,15,1011,SW,48.14348199,9,2
,2018,9,12,21,153,18,21,1024,NW,34.20076481,4,2
,2014,5,19,3,13,10,33,1022,NW,41.59973344,2,0
,2018,1,16,7,186,-4,22,1016,NE,25.04375625,1,4
,2018,12,7,0,6,24,20,1029,SE,8.03086466,0,2
,2010,11,17,11,2,4,7,1015,NW,44.34427525,7,1
,2018,1,10,12,110,21,24,1008,NE,24.32133697,0,2
,2016,7,9,20,237,14,1,1028,SW,48.42774545,4,7
,2020,11,6,19,238,23,14,1015,SW,12.74305057,4,7
,2017,11,23,4,273,4,34,995,NE,49.61894957,0,0
,2012,4,9,6,293,-3,20,992,SE,11.1212341,8,1
,2010,9,26,2,226,8,-1,995,SE,18.4083379,4,0
,2013,3,1,18,14,7,36,1017,SE,29.70082615,8,7
,2010,6,16,6,191,-22,23,992,SE,34.66615296,5,0
,2010,9,14,16,118,-19,-8,1002,NE,36.01410845,6,5
,2013,4,31,12,27,-16,35,1002,NE,23.81262045,6,9
,2017,5,8,23,201,-10,28,1002,SW,3.841347843,1,7
,2021,5,27,18,38,21,-3,990,SW,24.80240759,4,7
,2010,5,15,12,272,4,21,1029,SE,16.73439763,1,6
,2019,2,16,7,230,11,32,1026,NW,32.88278045,3,7
,2019,11,14,7,85,2,18,1020,NW,9.113779208,2,7
,2021,2,16,12,125,20,11,1006,SW,19.69561624,5,9
,2018,1,7,1,299,-12,9,998,SW,48.3059577,4,2
,2015,1,29,2,24,24,-5,1002,NE,4.443369962,0,1
,2022,4,18,12,144,-8,32,1026,SW,30.1167079,1,3
,2014,3,17,16,12,-18,38,1003,SW,4.532411452,6,4
,2018,4,26,5,211,13,18,1000,SE,7.849782797,8,1
,2018,11,30,2,24,-30,31,1014,NW,30.24671943,0,7
,2018,12,1,0,67,20,6,1020,NW,22.19977613,3,7
,2022,12,11,14,66,-2,20,1003,NE,27.42494985,2,3
,2022,6,20,7,232,-7,23,996,NW,43.99360853,4,4
,2021,11,5,22,108,-15,27,1013,SE,40.86201213,4,4
,2012,1,23,11,145,-6,26,1025,SE,44.39907247,9,4
,2021,8,13,6,110,24,-7,992,NE,30.81274604,9,8
,2021,8,8,15,227,-8,-9,1015,SW,24.48215849,1,8
,2017,7,18,7,110,-3,1,1015,SW,22.95987909,4,3
,2019,12,13,8,33,16,24,990,SE,36.99042781,3,0
,2013,11,9,7,110,-15,-5,1004,NE,26.06499392,0,7
,2013,11,30,5,263,12,35,1000,SE,5.288439813,0,0
,2021,4,11,0,235,25,-3,1026,NW,7.096951203,0,6
,2016,8,23,15,82,7,10,996,NW,17.85413839,7,3
,2017,9,6,0,41,-20,35,1001,SE,3.391168599,2,0
,2013,5,11,12,100,-28,24,1027,SW,11.96156097,8,3
,2020,6,15,10,5,-16,37,992,NW,32.82004266,9,6
,2019,10,31,22,179,-30,4,1015,NE,0.621515615,1,7
,2022,8,14,10,281,-24,-4,1019,SW,30.20464328,8,1
,2015,5,8,18,225,-30,4,1021,NW,38.61784616,8,8
,2010,12,18,18,228,18,34,1025,SE,8.507687577,3,4
,2022,4,1,10,288,1,-5,1026,SW,9.04842816,3,7
,2011,8,21,14,149,-22,36,1007,SW,1.442818326,3,1
,2021,3,9,9,276,-2,6,990,NW,25.62250194,0,1
,2014,6,23,19,197,-5,-7,1010,NE,32.72937784,4,3
,2013,9,29,15,69,-8,11,1017,NW,22.8454791,5,3
,2012,6,7,2,111,14,21,1005,NW,19.47244048,3,2
,2020,9,15,1,3,12,11,1017,NW,22.72064086,7,4
,2015,8,15,20,94,-2,16,1011,NW,39.07641094,2,1
,2019,12,9,13,151,21,35,1008,NW,1.675715367,8,0
,2015,9,21,14,136,7,4,990,SE,39.19092804,6,3
,2022,10,5,23,246,2,33,1020,NW,33.31710578,7,5
,2020,9,7,7,242,-24,11,1023,NE,12.07132771,6,5
,2019,8,27,0,30,-19,17,1029,SW,26.23698631,8,1
,2017,9,28,23,39,0,31,995,SE,2.464533533,1,5
,2011,7,12,13,228,1,27,1017,NE,18.97943352,3,3
,2016,7,6,13,35,23,-2,992,NW,8.702123954,1,9
,2016,11,10,18,222,-11,23,1020,NE,1.115019301,7,0
,2011,4,15,7,5,24,25,1005,SW,17.85447489,1,0
,2022,1,22,8,219,20,-2,1006,NE,36.30562087,7,1
,2015,7,24,14,74,-14,4,1016,NW,46.05109337,5,3
,2014,8,4,11,3,5,34,1013,SW,33.11317565,6,7
,2011,12,15,17,133,-28,9,1009,NW,20.09850641,5,2
,2018,9,18,0,117,-30,-3,1021,NW,49.97480562,8,4
,2017,1,3,14,93,19,17,1024,SE,14.14717541,3,2
,2016,9,26,0,61,-4,8,1002,SW,9.356571635,0,7
,2015,7,15,0,193,22,5,1009,SW,23.18411346,8,3
,2014,7,20,20,202,16,0,991,NW,25.24557077,9,7
,2022,3,5,1,25,9,31,993,NE,17.741169,7,7
,2018,1,2,3,172,2,-3,1016,SW,34.77495395,0,8
,2014,7,15,16,299,-11,22,1014,NE,9.193220596,9,1
,2022,10,8,1,132,-17,-1,993,NE,25.51698799,5,9
,2015,8,28,6,117,5,7,1021,SW,25.00634793,9,6
,2012,6,28,21,274,-26,24,1006,NE,41.18932113,3,9
,2018,7,5,9,211,-8,32,990,SW,46.34840994,1,0
,2020,9,23,9,224,14,39,1022,SE,33.16329369,2,3
,2017,8,9,12,19,29,-8,1019,SW,15.26857952,8,3
,2018,5,7,4,112,25,29,994,SW,34.48055099,4,3
,2010,12,4,6,139,-16,16,1001,SW,12.56855646,6,6
,2010,11,19,13,46,-25,17,1027,SE,48.32721952,1,4
,2022,4,8,17,0,2,35,1021,NE,41.11810595,7,4
,2011,11,31,21,89,24,-5,1027,SE,21.55951277,2,2
,2013,4,14,18,141,-12,36,1006,NE,39.21717586,0,9
,2019,4,29,19,37,-18,3,1029,SW,20.43278227,7,4
,2014,2,9,20,292,-2,-4,1021,SW,3.730507939,8,4
,2022,10,5,20,138,-25,-1,1013,SE,35.33844365,7,7
,2016,10,6,9,258,-16,4,1001,SE,20.23069165,0,1
,2013,7,10,7,160,-15,20,1020,SE,46.51599084,6,7
,2022,8,28,20,177,-7,18,1008,SE,15.32806072,6,3
,2010,12,28,1,9,-8,31,1018,SW,42.16664107,3,8
,2017,7,13,13,260,17,6,1010,SW,34.02189226,7,7
,2020,11,10,1,137,-21,18,1015,NW,42.66623081,4,4
,2012,10,22,11,171,23,38,1017,SE,14.59409385,3,4
,2018,8,13,16,12,10,33,1006,SE,23.06727017,4,8
,2011,11,3,17,167,10,4,998,NE,41.15645056,1,4
,2020,11,12,16,129,18,15,1010,NE,32.19094096,3,8
,2010,9,4,14,83,-14,1,1023,SW,17.99609497,9,5
,2019,8,11,2,100,18,14,1000,NW,25.59978129,7,0
,2017,5,9,20,272,25,30,1009,SE,49.80490472,6,7
,2012,4,6,18,264,13,-6,1028,NW,37.09239977,7,0
,2010,5,12,22,37,14,-7,1005,NW,30.72613264,6,1
,2020,12,14,10,93,-1,33,1018,SW,41.39556902,6,5
,2012,11,21,17,94,13,37,990,NW,22.10151694,6,4
,2017,1,9,20,68,15,30,1007,SE,47.50320023,1,1
,2020,5,8,2,235,-21,20,1011,SW,27.60106143,2,5
,2013,6,9,17,136,24,-8,997,NW,16.34360748,0,6
,2019,9,13,3,75,-12,-8,996,SW,4.300998879,1,2
,2020,9,30,8,34,-2,15,1014,SW,18.78476096,9,7
,2016,10,11,5,0,-29,39,1019,NE,28.43191885,5,3
,2017,12,9,6,295,5,6,1023,SW,35.16240694,1,9
,2016,3,20,0,59,-12,-1,1000,NW,43.75583465,0,8
,2010,11,8,2,266,-24,-9,1004,NE,47.19804177,7,6
,2013,8,10,14,228,-5,13,1024,SE,5.122692309,8,2
,2022,8,9,1,269,-16,0,1012,SE,30.0452493,6,4
,2022,9,27,8,285,16,13,1010,SE,33.32948246,2,8
,2019,1,21,7,290,25,24,1017,SE,8.60319085,0,8
,2018,5,4,18,212,7,12,1002,SE,27.28003401,3,7
,2016,5,10,13,164,-28,21,1023,NW,16.74168178,9,7
